,Title,Company,Location,Snippet,Job Url,Salary
1324,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
1325,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
1326,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
1327,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
1328,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
1329,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
1330,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
1331,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
1332,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
1333,newFood and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month"
1334,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote in Makati,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month"
1335,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kHfR_393e8tSip-gdqrCIWlj0Y74lLYifxBJcGjRtk_E2WBUE2oomdin84a9m8efLmFd-iVH3EhviaCQmEvZWwtzRuNo8TEvNOSvKGRrmzWwh_Sqe4e9igWUqSqJDT37c7-gddGD4u0QHY07m77OLnukGlDUOgP4DoVm-Bzdn2q7OxA957TY3XJyDb7MBe92lk6Ktz4PVrAEeq075RKc081TW7z2TwUcapuuRgteVYHzwLxYCkeeshl3eURMvz1wmy-D27-jAiuuDAtWZa-4k5ji1Dy9Q1WsjqVi8375E1qE=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
1336,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tEcak3YvewFfO-bn1Ua3RtFnki2VQbfmWlXGjf-8waRBCDA7O7bcE5yhKc2GoRkVfk_SBX0vdTioGbY8JPB1nl1vluujqHcMwiGzqXpD0IA16wjko198a3fNPzX-FgbS43GA6Os0xl241RoegxGbCjKJQr5IuQyGgKUAPqOO_JDzTcI7JQ-Ye75PTfkFB7w3O5JZUbE7kVnASPgRs8htEwzdE1MEgTyQqgkgDn8ZdSGaawFGBXF2Li0uXKfRJXR-FZ9b33eZhFWn_xQ7DKQ6CRVvUJurkSZIUL38iHnqvVnI=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
1337,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
1338,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
1339,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
1340,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
1341,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
1342,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
1343,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
1344,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
1345,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
1346,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
1347,newFood and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month"
1348,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote in Makati,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month"
1349,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"Together we’ll achieve goals and objectives.Permanent full-time opportunity based in Manila.As a Duty Airport Manager on a shift basis, you will be…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
1350,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kcZ1NwvVVPAj2UXb6vqQB1wNDcVL1w5BClJZFaVpwCKClHmBC0XSlJLEnADhBYAr-oNCrGT5EhqAOAWs-C3cEca0XzsSJo7QZ_Dr1C1IPHA9ZGm1Ab9NIil8OIeMmx0FptIHBCuJHK4IB42Ddv_BgzyfPNBp-yJB-poqcvD1qz1SpnwJ8g-ckdtGUWi2ist3SOdSq8GHj-f5JFV_Dx6iZ56lCKo7D8XLmmOGGS0UP8iA5MOzbeOoGpII1iQ3TGMcCW0ETRbdCnvps0SkNAzHgwKWhoejp4UXjKzG24Teyh1Q=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
1351,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tLH_GeHirABnb7fvpMeFeq_TJUF44YG1pRXN-32IjS88JVWCDvOZkJhgYXpLZXlsHJlY3i8gPMIvnn2XCs85XYbT4-eVCC6tsNC_QsF46b6sqfTH7XkigxhKsyHiQrZAne0vVoN-pNN9eem_dq4QOpYkxr7VCjtmJkLxml1Io73kuKWaR6fcZKeRCWv97S8ML9e0ky9vfiz8qlBtGi1Jjdx-FjzG_hjlHFegPUJ8Bbtxp31K81GkpPMRCSABAJ2iucdpmB1Yxy3FbL59Ge7IDBDbMqS-kzw3RI9O4ika5HRM=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
1352,newPartnership Manager,Improv Learning,Remote in Manila,"You’re in the driver’s seat -- you’ll be in charge of closing new business.Fluent in the full sales lifecycle, you are adept at prospecting, vetting, pitching,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A5q8Zh7UjoRUXMjR4EX46TE3Vl7tV-soFpzg-ToVHhnpeRWAQS4lYbTYWresiOYwD_9r9UD73IBalxzeAAUV8_G4tS0L5y84WgbuAuBkrOeQp9Nqt1VzQCUTpjnFlp1Vtco8A-1gCQt_Up6QXu-kt6VuD5iHNI5vImjZHeoOfh-2Xa6xOdCl2nppZhLY4cK6A87Uv6lg77KGlcvat51k_ANjqDu-gv_nPw51Jcc6lf958tnAPuiKfkYLPhzNVKgmao1rCkLEAjAXIgZY57QH6Y-PiPAZb7vN0v9hZjoEXJiVzdGcA0izHeAditey8fKfWzDeO-5WcKT1NlswwI06wSoQ4Gwxvn2MwXX5f3L1g4805tQEMlFyWExo-VjSJOZgTZV90ycBWXU--99lGQkqIjHLGsFqbxnPvHpmuUKcGLdfdAD8Ubq4qmvAU-7LrUkEn7W2L-jf_oF4CMUWQv5bdrV8jcgQNpZ1R3Xn-h2m9cGQ==&p=2&fvj=1&vjs=3,"PHP 60,000 - PHP 70,000 a month"
1353,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
1354,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
1355,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
1356,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
1357,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
1358,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
1359,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
1360,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
1361,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
1362,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
1363,newFood and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month"
1364,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote in Makati,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month"
1365,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3t8HGptxjV27XPdPYqKvAeK8M9IoxP9EyavcANMJQvdaom5sT63zMuKYhujAkx7pOYvquutkg7VHuoaV7tzT4BffZTqLgifkt3DQzXW2ti8M4VB71l8Ro-fOPswAF3ercHx554tptZing6GF0La0O-3z33CMTRhn07S-hv16YHPznk2TCN1ZmGmUUaxFXoGLWpxDIYYnbDMBI6b74D5t2ujGkGCa8b7tEnhoQKQhK-HNL0b1HbKkNUo2_EJOC1fQV56sWFoFbHaFUgjUyOT4faZhIQ25vzwXsk4eRHZyqvplY=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
1366,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7-vGZr-yehMXPQ9P4A-ytgAV_PuaQDbMa0qBBiBK-YE5VkxSd9w6--m3s4NoY6rhVgVyQUYKcqZRoD2d-BM8H3ZBN-isJ_dI7xQ00aKPerBGTLRupsEm4YF93yPyDCTFIubYBjXhCKcRX8yQbJc0BmrEOdvY1_yM7YSUTxXfnILgEr3GxRQPdby8pUXm6WH01kc80vdkt9Y4ICb082QtmkTG8tBbTN7-4eq54nTRmk2S4VCzsimyM8Oq2_d_s5QJNf3fPFgGym7cW1KvDDLAcZk0aKPsLnLY6&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month"
1367,newHR Manager,pro group electric bike and scooer,Makati,"Develop and implement HR strategies and initiatives aligned with the overall business strategy.Bridge management and employee relations by addressing demands,…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DrTLwo4BEZ61idMT5iWx7bv10aHPb5f3LgySyddVzyWGBBVhK68pHVzYNTqe2PO8dpsDylIEsqxE5R4t3AmRB7UshjzuTrsEpYCBWZLY4ZGHWksAsfUjYsy0lBAqISzY09hav3dwyGsM4UrEAqz1LRHddgXtXJpRveEj7TtxAt22UZqh984SrVr_cOLNNdRIfLu5_agD8D-KYcxZPB4-x6EZC-atVaiRqG5MPuElrNCW2jz39-lrzzsheuP83dqYSwopVDxDMpcPclRzI4InnmZ_sTnFkTvaqyzGFGIbRzdgiohNqRyBBvWM3-mQ4UdOV2cIFV7ts6fIKxLr65qzmlqxvEsNDVEmkY1Q7HpAkK8pTYgDhgdPQXBOTy2orZyUD5lI2Pcq8_g4-fzdDQRmhQ1mG21pObtr9askLlcRFWhEHQX5BIKc7c_mCp-XRhLX4oJH926wtWIS09WLhGi8jT3hp8i_H-TDU=&p=2&fvj=1&vjs=3,"PHP 40,000 - PHP 55,000 a month"
1368,newBusiness Development Manager,Counto,Remote in Manila,Lead generation: Develop and grow the pipeline of small business owners who might be interested in Counto's services.Event management skills are an added plus.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CGoa8kOvm4cdVn3yVUHbyOXTpbu9vYfEQ_yhF8woKjCEAqGvvbKDaEfiA9OANXLrI2EcnMoITOVIpsxRGW8qiMl1gm1SzWgUuE1oHQtrAgKyFexJlwjyBEa66QCIrGDlL8stN_4cGd34RgW86ybCTst5u2RjgdJTQ1nKz5_vSxgaeahlEyri8eU43kI4C26k4VdHzpC3SH1yjv2Uy-sJVgSq9ITrvzTNWe8Iarph2h1arGPOhJUh-L-XwzbaWqyFnj1UpeLlKXha2zUUI80tMVwih1L0Tr3BS0iu-QcwE5EvvK17Z6qIBV-3Yuvz7LJRWqXTl2pwwP33MZlOHhfvvgCDtcwtHT8HCI0tYAZUAX1yUjoqdhnMXl1aJ5ydabT-Psne9AyKIpzxJRAQSoZ-lPq1cUTlZ_bWoi170HSmJ9dUzZMjBwJlghzbuedhAmEUpRA9G4J0iDvZToAVnF8PC1nPVrzi3Mn2U=&p=3&fvj=1&vjs=3,"PHP 25,836 - PHP 83,799 a month"
1369,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kOPMCDS2sN3PwLfIm5nvil9Wlb6XlfoVJifiMOwachyUVt-swLP8qFcMQWJ3zcaTlKSgqBiR_qobDrhuKQDFHdpoWne-xiNKyarC9fyWscsE2xfnk18dticuDztcZ97M693Ml_i2wkfViOy0okSBhlKT5fBFzJLQKYS-946STaK139VHEcM4tP-N564JU9oCcgeKHQAdiLB-tDnkZtLsahJMxvsmx39CKvX11xUUeAG3PUPdCWmuIg1urvKuQmFw-3RVlzAknEEwLBnz53F9Y5lTjVrhsC7ThfIIJo_pac6M=&p=4&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
